Date,Sector,Company,Monthly_Return,Asset_Value
2020-04-30,Mining,Mining_Company_1,-0.020620068623801335,375103451.8676774
2020-04-30,Mining,Mining_Company_2,0.0234015973909305,473206362.95881146
2020-04-30,Mining,Mining_Company_3,0.06094684853914114,484994668.5696513
2020-04-30,Mining,Mining_Company_4,-0.11626055598056079,433011502.1825856
2020-04-30,Mining,Mining_Company_5,-0.04554101541196308,300560568.10625756
2020-04-30,Mining,Mining_Company_6,0.04127150513075929,306527526.54021424
2020-04-30,Mining,Mining_Company_7,-0.04376091704130286,495524232.5469185
2020-04-30,Energy,Energy_Company_1,-0.05815857987723903,444817882.36757994
2020-04-30,Energy,Energy_Company_2,0.08567261146431736,366117837.79419917
2020-04-30,ICT,ICT_Company_1,-0.07461327667639628,414212519.96533114
2020-04-30,ICT,ICT_Company_2,0.034923851954461876,460958248.6504121
2020-04-30,ICT,ICT_Company_3,0.26748226568305467,409232830.53504884
2020-04-30,ICT,ICT_Company_4,0.1018769213101701,408106701.24624544
2020-04-30,Transport,Transport_Company_1,0.038131812645451645,219012328.6879748
2020-04-30,Transport,Transport_Company_2,-0.0361749152382506,66174023.208533935
2020-04-30,Transport,Transport_Company_3,-0.045732774209743594,178943563.45772797
2020-04-30,Agriculture,Agriculture_Company_1,0.006525081983909605,66806684.937146485
2020-04-30,Agriculture,Agriculture_Company_2,0.08691352485860841,107177230.69334815
2020-04-30,Financials,Financials_Company_1,0.044645119182308325,147119462.37357944
2020-04-30,Financials,Financials_Company_2,0.002890461362742059,73256774.52587347
2020-04-30,Real Estate,Real Estate_Company_1,0.11747177825683576,336843455.67419297
2020-04-30,Manufacturing,Manufacturing_Company_1,-0.02360948742823433,407833787.64591664
2020-04-30,Manufacturing,Manufacturing_Company_2,-0.09377233981695018,85305371.60401969
2020-05-31,Mining,Mining_Company_1,0.0825802448804137,234028824.98642147
2020-05-31,Mining,Mining_Company_2,-0.019623566452379247,162609304.1740679
2020-05-31,Mining,Mining_Company_3,0.07453612228564481,347088819.5229791
2020-05-31,Mining,Mining_Company_4,0.13672191738051914,325274335.80545855
2020-05-31,Mining,Mining_Company_5,-0.05533398335909516,210187705.39306772
2020-05-31,Mining,Mining_Company_6,0.14035253371901582,94025372.29295066
2020-05-31,Mining,Mining_Company_7,-0.12875415686124123,127940841.45950682
2020-05-31,Energy,Energy_Company_1,-0.10829923347372601,327132544.12349737
2020-05-31,Energy,Energy_Company_2,0.005414087681740183,218575676.58191204
2020-05-31,ICT,ICT_Company_1,0.16278801050282982,435420428.53474504
2020-05-31,ICT,ICT_Company_2,0.02221733915757066,81755936.33019343
2020-05-31,ICT,ICT_Company_3,0.012318303459669994,313599011.5730585
2020-05-31,ICT,ICT_Company_4,0.05682129245410279,224676466.79293486
2020-05-31,Transport,Transport_Company_1,0.10240460923044878,295527555.19217074
2020-05-31,Transport,Transport_Company_2,0.03253415687723663,482535753.7207614
2020-05-31,Transport,Transport_Company_3,0.0060584667622475665,193539033.6321926
2020-05-31,Agriculture,Agriculture_Company_1,0.06521855811313139,103174172.42974532
2020-05-31,Agriculture,Agriculture_Company_2,0.14478179390400728,444862406.0871738
2020-05-31,Financials,Financials_Company_1,0.052838552886711194,176915557.6570879
2020-05-31,Financials,Financials_Company_2,-0.014264665204179475,413075632.67026883
2020-05-31,Real Estate,Real Estate_Company_1,0.009479641234248753,217408138.60675243
2020-05-31,Manufacturing,Manufacturing_Company_1,0.05701287030538675,468840796.5216041
2020-05-31,Manufacturing,Manufacturing_Company_2,0.06257905817316498,387891980.5061738
2020-06-30,Mining,Mining_Company_1,0.020722710668563585,456148808.005805
2020-06-30,Mining,Mining_Company_2,0.037625397845672794,194022320.46377528
2020-06-30,Mining,Mining_Company_3,0.06684582020712485,54876943.16613426
2020-06-30,Mining,Mining_Company_4,0.0070910611157259905,477773216.12190026
2020-06-30,Mining,Mining_Company_5,0.12512249565386727,251800484.8902439
2020-06-30,Mining,Mining_Company_6,-0.09774686293499099,352633305.23466724
2020-06-30,Mining,Mining_Company_7,0.0735541942033206,405328164.2575492
2020-06-30,Energy,Energy_Company_1,-0.045381274081162964,75901442.00748992
2020-06-30,Energy,Energy_Company_2,0.06708222296122032,449466882.2412349
2020-06-30,ICT,ICT_Company_1,-0.024420686176980157,114346256.92377613
2020-06-30,ICT,ICT_Company_2,0.11101383906857293,95505204.25525562
2020-06-30,ICT,ICT_Company_3,-0.014795884241905744,82743352.86388709
2020-06-30,ICT,ICT_Company_4,0.07909601754835904,86606951.2888549
2020-06-30,Transport,Transport_Company_1,-0.09709564984093207,415759805.2658761
2020-06-30,Transport,Transport_Company_2,0.062388910842724174,87575322.51440094
2020-06-30,Transport,Transport_Company_3,0.08787990912253715,240899904.1611393
2020-06-30,Agriculture,Agriculture_Company_1,0.0019180394153932461,260897288.8973568
2020-06-30,Agriculture,Agriculture_Company_2,-0.05207657657177393,385720195.6694405
2020-06-30,Financials,Financials_Company_1,0.02145859799711638,218691760.78566682
2020-06-30,Financials,Financials_Company_2,0.002771300038408149,150618127.3337537
2020-06-30,Real Estate,Real Estate_Company_1,0.04129597518522388,496834158.2536851
2020-06-30,Manufacturing,Manufacturing_Company_1,-0.033778065007897665,486186141.02859455
2020-06-30,Manufacturing,Manufacturing_Company_2,0.07446272578474136,363086910.04307777
2020-07-31,Mining,Mining_Company_1,-0.0023148910991962132,312941440.3653951
2020-07-31,Mining,Mining_Company_2,0.07824040341067892,329059669.0106915
2020-07-31,Mining,Mining_Company_3,-0.05005187499328904,258664282.22299197
2020-07-31,Mining,Mining_Company_4,-0.09998296788901845,84980586.63424316
2020-07-31,Mining,Mining_Company_5,0.15223608689892043,189287427.3288475
2020-07-31,Mining,Mining_Company_6,0.09146847379898215,123177622.70520109
2020-07-31,Mining,Mining_Company_7,0.11576948729405104,469727817.50930595
2020-07-31,Energy,Energy_Company_1,-0.011099603592449709,414748998.8518248
2020-07-31,Energy,Energy_Company_2,0.050569834052129004,486461479.01657146
2020-07-31,ICT,ICT_Company_1,0.03571399327741083,260911921.90773666
2020-07-31,ICT,ICT_Company_2,-0.057453979569156224,75368973.49291721
2020-07-31,ICT,ICT_Company_3,0.03688948152931355,499872952.97875875
2020-07-31,ICT,ICT_Company_4,0.015588542424607513,396044336.8312297
2020-07-31,Transport,Transport_Company_1,-0.08435336722465564,108121736.81817274
2020-07-31,Transport,Transport_Company_2,0.03413693857352541,152889262.47655824
2020-07-31,Transport,Transport_Company_3,0.10630092268147086,211173223.11477825
2020-07-31,Agriculture,Agriculture_Company_1,-0.045519832898278004,284138465.406707
2020-07-31,Agriculture,Agriculture_Company_2,0.13601764644456402,433481675.1433431
2020-07-31,Financials,Financials_Company_1,0.12979067912997003,444494121.19625527
2020-07-31,Financials,Financials_Company_2,-0.025336604639299938,62952204.34100254
2020-07-31,Real Estate,Real Estate_Company_1,0.06615164021479938,366835895.64465064
2020-07-31,Manufacturing,Manufacturing_Company_1,-0.02078137841106475,56545099.55054686
2020-07-31,Manufacturing,Manufacturing_Company_2,-0.06862867160881846,226509820.29487956
2020-08-31,Mining,Mining_Company_1,0.01782853159511792,206714960.16048515
2020-08-31,Mining,Mining_Company_2,0.045394471219533494,228444252.04457158
2020-08-31,Mining,Mining_Company_3,0.053497204489854164,477284280.645939
2020-08-31,Mining,Mining_Company_4,-0.02807645865095649,256611090.30721757
2020-08-31,Mining,Mining_Company_5,0.0389686487075724,197938224.6293787
2020-08-31,Mining,Mining_Company_6,0.03224006328189363,84138497.64889877
2020-08-31,Mining,Mining_Company_7,0.02316974897225152,205550277.49573845
2020-08-31,Energy,Energy_Company_1,0.060558252306782606,350400982.3344622
2020-08-31,Energy,Energy_Company_2,-0.029729900826693145,68390877.31991549
2020-08-31,ICT,ICT_Company_1,-0.04845934011282742,129654717.92453608
2020-08-31,ICT,ICT_Company_2,-0.02834574540359925,213921437.47163397
2020-08-31,ICT,ICT_Company_3,0.054034038992908366,67690462.92849453
2020-08-31,ICT,ICT_Company_4,0.09929638199077168,86791564.37699236
2020-08-31,Transport,Transport_Company_1,-0.008728478193407305,412790575.90687764
2020-08-31,Transport,Transport_Company_2,0.020383688555671384,144207195.50151962
2020-08-31,Transport,Transport_Company_3,-0.1201123663132377,328214647.1886332
2020-08-31,Agriculture,Agriculture_Company_1,-0.1813849132502342,386361922.1601904
2020-08-31,Agriculture,Agriculture_Company_2,0.045022523065991915,280254848.9520498
2020-08-31,Financials,Financials_Company_1,-0.008274233758264846,251335565.07055458
2020-08-31,Financials,Financials_Company_2,-0.015231343610092148,171159453.92722142
2020-08-31,Real Estate,Real Estate_Company_1,0.00043970632713992127,194935624.51243022
2020-08-31,Manufacturing,Manufacturing_Company_1,-0.06558583396586982,103892959.31866305
2020-08-31,Manufacturing,Manufacturing_Company_2,0.060973993227997667,355596043.61502033
2020-09-30,Mining,Mining_Company_1,0.11664631554538833,89114129.63934065
2020-09-30,Mining,Mining_Company_2,0.1307041784729337,385447763.3829485
2020-09-30,Mining,Mining_Company_3,-0.02448143396512522,177699157.60942602
2020-09-30,Mining,Mining_Company_4,-0.0566011575479752,306850237.1010103
2020-09-30,Mining,Mining_Company_5,0.022657453567214582,95802112.67918168
2020-09-30,Mining,Mining_Company_6,-0.04433934640577512,122306617.96680005
2020-09-30,Mining,Mining_Company_7,-0.06420104141627661,128018117.88263968
2020-09-30,Energy,Energy_Company_1,-0.00386068782993218,492070377.6088729
2020-09-30,Energy,Energy_Company_2,-0.05051050672930544,486261694.973916
2020-09-30,ICT,ICT_Company_1,0.034620986303286305,166056272.17022294
2020-09-30,ICT,ICT_Company_2,-0.039564752458051536,468219195.1074136
2020-09-30,ICT,ICT_Company_3,0.1562255963253435,175990592.14712787
2020-09-30,ICT,ICT_Company_4,0.035485407261348356,195655656.38190967
2020-09-30,Transport,Transport_Company_1,-0.1318290445599534,159084379.5867861
2020-09-30,Transport,Transport_Company_2,-0.03679522018987194,179883748.9581151
2020-09-30,Transport,Transport_Company_3,-0.003870517561238322,266513045.8346679
2020-09-30,Agriculture,Agriculture_Company_1,-0.0008721998325831389,201471925.18726423
2020-09-30,Agriculture,Agriculture_Company_2,0.05774432413492626,356676225.0007682
2020-09-30,Financials,Financials_Company_1,0.08467928605367817,262209284.84757125
2020-09-30,Financials,Financials_Company_2,-0.07559995744523647,468288114.9115216
2020-09-30,Real Estate,Real Estate_Company_1,-0.007666409807456011,472253205.569467
2020-09-30,Manufacturing,Manufacturing_Company_1,0.10309517854324213,428822949.54122245
2020-09-30,Manufacturing,Manufacturing_Company_2,-0.009172021431891518,140732294.02148503
2020-10-31,Mining,Mining_Company_1,-0.019395527337943443,416558624.104122
2020-10-31,Mining,Mining_Company_2,0.1655746483597168,211473717.85557613
2020-10-31,Mining,Mining_Company_3,0.07298429538238216,417469747.7622097
2020-10-31,Mining,Mining_Company_4,-0.10351485357537459,258205903.55132288
2020-10-31,Mining,Mining_Company_5,-0.02984575306481358,276224175.54161566
2020-10-31,Mining,Mining_Company_6,0.0007263288143598626,222751049.61794513
2020-10-31,Mining,Mining_Company_7,0.03474902766808833,330907098.1612965
2020-10-31,Energy,Energy_Company_1,0.04312961222429418,112672432.69852427
2020-10-31,Energy,Energy_Company_2,0.08886869010394272,290057491.3893447
2020-10-31,ICT,ICT_Company_1,0.031901449556249545,118253695.87973803
2020-10-31,ICT,ICT_Company_2,-0.06121436884328419,384775831.65770465
2020-10-31,ICT,ICT_Company_3,-0.016403997357341795,393106408.5833107
2020-10-31,ICT,ICT_Company_4,0.058206844026032975,419565787.1024058
2020-10-31,Transport,Transport_Company_1,-0.05125555323606324,408782914.60079914
2020-10-31,Transport,Transport_Company_2,-0.03226447558974574,375013655.77687985
2020-10-31,Transport,Transport_Company_3,0.09283312784553498,362276800.010195
2020-10-31,Agriculture,Agriculture_Company_1,-0.00160095257116466,205563197.07676375
2020-10-31,Agriculture,Agriculture_Company_2,0.09368275038935212,257902611.63985974
2020-10-31,Financials,Financials_Company_1,0.1332119580598845,325154405.9455915
2020-10-31,Financials,Financials_Company_2,0.04320962034623831,363492870.74460155
2020-10-31,Real Estate,Real Estate_Company_1,0.025485924616909295,118642569.31141761
2020-10-31,Manufacturing,Manufacturing_Company_1,0.11810112604913339,240858802.0860737
2020-10-31,Manufacturing,Manufacturing_Company_2,0.015834396122983953,466505830.8080493
2020-11-30,Mining,Mining_Company_1,-0.018869985427679842,493178539.5330506
2020-11-30,Mining,Mining_Company_2,0.09858684870941312,229551216.7415586
2020-11-30,Mining,Mining_Company_3,-0.0239676455523421,411284051.86910516
2020-11-30,Mining,Mining_Company_4,-0.140439863667482,463935027.3857422
2020-11-30,Mining,Mining_Company_5,-0.10926347770390843,381875561.64938676
2020-11-30,Mining,Mining_Company_6,-0.03887224005729872,253597782.25971204
2020-11-30,Mining,Mining_Company_7,-0.014596989582740541,274265497.73276585
2020-11-30,Energy,Energy_Company_1,0.013678700503452476,213077254.6024849
2020-11-30,Energy,Energy_Company_2,0.10868805087247521,55892505.46475013
2020-11-30,ICT,ICT_Company_1,0.024969064676393468,482481642.8612548
2020-11-30,ICT,ICT_Company_2,-0.06315160725159948,88407350.63538973
2020-11-30,ICT,ICT_Company_3,0.022564587003615945,317923257.7940197
2020-11-30,ICT,ICT_Company_4,0.011246437029168731,144457516.89301357
2020-11-30,Transport,Transport_Company_1,0.010759058883380638,135809474.29864994
2020-11-30,Transport,Transport_Company_2,-0.023892244815175066,304178509.96817744
2020-11-30,Transport,Transport_Company_3,-0.1054123045867969,248343236.12220266
2020-11-30,Agriculture,Agriculture_Company_1,-0.13433510005095212,119858110.66882063
2020-11-30,Agriculture,Agriculture_Company_2,-0.00646677928790103,475751957.96013474
2020-11-30,Financials,Financials_Company_1,-0.05657604781121842,339799794.4575571
2020-11-30,Financials,Financials_Company_2,-0.0029520356639948626,120268668.81478566
2020-11-30,Real Estate,Real Estate_Company_1,0.06859486177934163,62193196.62656757
2020-11-30,Manufacturing,Manufacturing_Company_1,-0.04736956545086692,352351734.61942774
2020-11-30,Manufacturing,Manufacturing_Company_2,0.023017612133723074,343735748.5333436
2020-12-31,Mining,Mining_Company_1,-0.013555874190956937,159427485.94975433
2020-12-31,Mining,Mining_Company_2,0.05628114217376229,423598939.0551462
2020-12-31,Mining,Mining_Company_3,-0.029752469593929153,142242932.93711942
2020-12-31,Mining,Mining_Company_4,-0.0004775648487101332,55850865.57983121
2020-12-31,Mining,Mining_Company_5,0.10395972612513152,451702269.9846387
2020-12-31,Mining,Mining_Company_6,0.07525125945453534,166740545.04408163
2020-12-31,Mining,Mining_Company_7,-0.09020427301785788,170628638.3702943
2020-12-31,Energy,Energy_Company_1,0.08237116895084722,298421231.3833911
2020-12-31,Energy,Energy_Company_2,-0.05986382156244044,476803988.1329705
2020-12-31,ICT,ICT_Company_1,0.026950166000912636,440810589.1540608
2020-12-31,ICT,ICT_Company_2,0.0299703408262015,409934865.1762918
2020-12-31,ICT,ICT_Company_3,0.0016112229254246434,170904811.72322574
2020-12-31,ICT,ICT_Company_4,0.09829886242196907,166049458.444941
2020-12-31,Transport,Transport_Company_1,-0.0011427458267073906,492980981.3165984
2020-12-31,Transport,Transport_Company_2,-0.01553032066618219,172538296.93371603
2020-12-31,Transport,Transport_Company_3,-0.04192083568519202,173324849.3092427
2020-12-31,Agriculture,Agriculture_Company_1,0.10644705109277408,423383811.6682407
2020-12-31,Agriculture,Agriculture_Company_2,0.09288389459517335,320232587.195144
2020-12-31,Financials,Financials_Company_1,0.010994422800080464,461485375.66623193
2020-12-31,Financials,Financials_Company_2,-0.08841861312212908,283512967.3772769
2020-12-31,Real Estate,Real Estate_Company_1,0.0057513350634780845,321418449.2598747
2020-12-31,Manufacturing,Manufacturing_Company_1,-0.08271662487094236,179912181.54681495
2020-12-31,Manufacturing,Manufacturing_Company_2,-0.014980782648267417,183704772.03042877
2021-01-31,Mining,Mining_Company_1,0.18098783394133747,348652024.4131917
2021-01-31,Mining,Mining_Company_2,0.024827283974253544,146723170.36584052
2021-01-31,Mining,Mining_Company_3,0.007292543391403993,273364811.24055636
2021-01-31,Mining,Mining_Company_4,0.04744826397435542,396910491.6856199
2021-01-31,Mining,Mining_Company_5,0.13709675814822603,359781078.3924812
2021-01-31,Mining,Mining_Company_6,-0.05005408211357675,418596042.9533899
2021-01-31,Mining,Mining_Company_7,0.09283622644280552,172465311.7534832
2021-01-31,Energy,Energy_Company_1,0.03746600481123748,91211932.99698536
2021-01-31,Energy,Energy_Company_2,0.04101251834460311,133309817.97737883
2021-01-31,ICT,ICT_Company_1,0.04138735372467502,379501198.88430256
2021-01-31,ICT,ICT_Company_2,0.092334603670352,361524454.0330336
2021-01-31,ICT,ICT_Company_3,0.04362230632098882,270241233.63941324
2021-01-31,ICT,ICT_Company_4,0.03428230401266095,131258905.30730009
2021-01-31,Transport,Transport_Company_1,0.02832462282161031,65275690.363609485
2021-01-31,Transport,Transport_Company_2,0.03810229669509644,465978287.91943866
2021-01-31,Transport,Transport_Company_3,0.023402862576884752,430047229.3407816
2021-01-31,Agriculture,Agriculture_Company_1,-0.01461238933217305,66653435.62197168
2021-01-31,Agriculture,Agriculture_Company_2,0.020728177891424567,104255098.59977546
2021-01-31,Financials,Financials_Company_1,-0.010169776214651417,202943733.69562975
2021-01-31,Financials,Financials_Company_2,0.008514132127202785,191880652.02377465
2021-01-31,Real Estate,Real Estate_Company_1,0.04158174820817585,193438626.31943145
2021-01-31,Manufacturing,Manufacturing_Company_1,0.03954579554763929,327138434.68203706
2021-01-31,Manufacturing,Manufacturing_Company_2,0.06675210768139833,472580464.3308033
2021-02-28,Mining,Mining_Company_1,-0.014859021988717656,230868911.12415898
2021-02-28,Mining,Mining_Company_2,0.02979234490460832,443154701.3838525
2021-02-28,Mining,Mining_Company_3,-0.15055235725806804,381912035.71500117
2021-02-28,Mining,Mining_Company_4,-0.018739788814305554,209579970.93834946
2021-02-28,Mining,Mining_Company_5,-0.08596535558000748,155123487.9724595
2021-02-28,Mining,Mining_Company_6,0.026209294612031434,222946991.22185677
2021-02-28,Mining,Mining_Company_7,0.037852527071910023,477482532.7776014
2021-02-28,Energy,Energy_Company_1,0.013998462954480895,475129410.0311346
2021-02-28,Energy,Energy_Company_2,0.014531015599757488,125165275.74143384
2021-02-28,ICT,ICT_Company_1,0.04710389984642752,323481557.6954866
2021-02-28,ICT,ICT_Company_2,-0.014201927659173781,129437614.40247871
2021-02-28,ICT,ICT_Company_3,-0.03524034559883889,400813013.105039
2021-02-28,ICT,ICT_Company_4,-0.008096110753374818,486096183.5633651
2021-02-28,Transport,Transport_Company_1,0.0037532375896253724,363209278.1242065
2021-02-28,Transport,Transport_Company_2,-0.007693877908155166,150998257.32649732
2021-02-28,Transport,Transport_Company_3,-0.06970191413643587,316822970.6787664
2021-02-28,Agriculture,Agriculture_Company_1,0.004843498662475718,444857388.1836712
2021-02-28,Agriculture,Agriculture_Company_2,-0.035259984475553355,449936635.94103974
2021-02-28,Financials,Financials_Company_1,0.0684197680860909,297885816.7741127
2021-02-28,Financials,Financials_Company_2,-0.03291071487209001,217709832.65554127
2021-02-28,Real Estate,Real Estate_Company_1,-0.009417302508407853,273144080.7854469
2021-02-28,Manufacturing,Manufacturing_Company_1,0.008588823927353974,433043111.3219459
2021-02-28,Manufacturing,Manufacturing_Company_2,-0.11067975410366443,316583503.0967829
2021-03-31,Mining,Mining_Company_1,0.07556703158127362,355107268.6515786
2021-03-31,Mining,Mining_Company_2,0.010593641069760039,445383493.8598211
2021-03-31,Mining,Mining_Company_3,0.10182688545147667,432761778.09240884
2021-03-31,Mining,Mining_Company_4,0.06971353834912747,426655997.7636524
2021-03-31,Mining,Mining_Company_5,0.11572013428003955,328375120.19683295
2021-03-31,Mining,Mining_Company_6,0.03169775626141752,446391841.6395178
2021-03-31,Mining,Mining_Company_7,0.017245786688173073,200803484.41661385
2021-03-31,Energy,Energy_Company_1,0.02145213037516307,418085160.853578
2021-03-31,Energy,Energy_Company_2,0.08105301582759326,52873642.27257511
2021-03-31,ICT,ICT_Company_1,-0.06573410931342462,491533780.1123405
2021-03-31,ICT,ICT_Company_2,0.03269634387565036,335302566.39482516
2021-03-31,ICT,ICT_Company_3,0.055970029045946605,98141287.47213128
2021-03-31,ICT,ICT_Company_4,0.11766941200182013,483346401.7365476
2021-03-31,Transport,Transport_Company_1,-0.04572259941180497,469412647.47950786
2021-03-31,Transport,Transport_Company_2,0.006156539577205974,185433605.1260673
2021-03-31,Transport,Transport_Company_3,0.006815377046879408,311976707.079323
2021-03-31,Agriculture,Agriculture_Company_1,-0.09088346581859336,70583915.21563078
2021-03-31,Agriculture,Agriculture_Company_2,-0.02682496479781407,61064112.40646068
2021-03-31,Financials,Financials_Company_1,0.03577360611030459,357482919.47292733
2021-03-31,Financials,Financials_Company_2,-0.045294972781515244,498706025.07097006
2021-03-31,Real Estate,Real Estate_Company_1,-0.09929581733201295,123630719.53625113
2021-03-31,Manufacturing,Manufacturing_Company_1,0.07379158394320282,149346325.75494218
2021-03-31,Manufacturing,Manufacturing_Company_2,-0.019396059241406093,344530046.4265109
2021-04-30,Mining,Mining_Company_1,-0.07722286470018823,474627164.0754195
2021-04-30,Mining,Mining_Company_2,-0.030293976065811933,228917479.08325744
2021-04-30,Mining,Mining_Company_3,0.013050069487761011,153479572.6509888
2021-04-30,Mining,Mining_Company_4,0.08916394686720985,438961212.4278367
2021-04-30,Mining,Mining_Company_5,0.018022562504149832,133486482.0664045
2021-04-30,Mining,Mining_Company_6,0.04981783118151224,396914830.0898234
2021-04-30,Mining,Mining_Company_7,0.06304215055598299,331799144.73413694
2021-04-30,Energy,Energy_Company_1,0.05153144109071445,408441780.9392793
2021-04-30,Energy,Energy_Company_2,-0.01682095416361652,106333606.4911477
2021-04-30,ICT,ICT_Company_1,0.11334723276972408,140236127.0151515
2021-04-30,ICT,ICT_Company_2,-0.003224123532494377,311887130.86147946
2021-04-30,ICT,ICT_Company_3,-0.01213431833450794,189662881.5156082
2021-04-30,ICT,ICT_Company_4,0.005349602199971765,82601099.50755149
2021-04-30,Transport,Transport_Company_1,-0.12999459073909725,320009246.65368664
2021-04-30,Transport,Transport_Company_2,-0.0313561965269809,437055078.73514205
2021-04-30,Transport,Transport_Company_3,-0.016818677650661935,158920257.13813734
2021-04-30,Agriculture,Agriculture_Company_1,0.05454687300147473,366109236.74484676
2021-04-30,Agriculture,Agriculture_Company_2,0.006087206350063434,196907588.70979637
