Date,Commodity,Price,Unit
2021-02-28,Lithium,5653.795722966853,ton
2021-02-28,Nickel,15519.020260087602,ton
2021-02-28,Chrome,280.7414113874513,ton
2021-03-31,Gold,1335.4385064050762,troy_oz
2021-03-31,Platinum,1036.2455968800978,troy_oz
2021-03-31,Lithium,7267.229754827158,ton
2021-03-31,Nickel,11849.160717611278,ton
2021-03-31,Chrome,362.9894823025902,ton
2021-04-30,Gold,1234.940578148486,troy_oz
2021-04-30,Platinum,670.2371596986314,troy_oz
2021-04-30,Lithium,13056.088093295453,ton
2021-04-30,Nickel,15981.500749136238,ton
2021-04-30,Chrome,329.6899827819791,ton
2021-05-31,Gold,1351.399974088693,troy_oz
2021-05-31,Platinum,787.7476219383321,troy_oz
2021-05-31,Lithium,17491.39400948815,ton
2021-05-31,Nickel,14099.049674481766,ton
2021-05-31,Chrome,327.5267851484849,ton
2021-06-30,Gold,1497.6218212799665,troy_oz
2021-06-30,Platinum,1020.2872119962016,troy_oz
2021-06-30,Lithium,13253.05319697106,ton
2021-06-30,Nickel,12889.281829267038,ton
2021-06-30,Chrome,175.49645498443994,ton
2021-07-31,Gold,1671.561180389047,troy_oz
2021-07-31,Platinum,878.8028953298739,troy_oz
2021-07-31,Lithium,9682.661583917203,ton
2021-07-31,Nickel,25442.89605669231,ton
2021-07-31,Chrome,237.7983265356003,ton
2021-08-31,Gold,1535.327573050434,troy_oz
2021-08-31,Platinum,803.1969644977526,troy_oz
2021-08-31,Lithium,5000.0,ton
2021-08-31,Nickel,10565.701251950693,ton
2021-08-31,Chrome,272.6629731000714,ton
2021-09-30,Gold,1617.0963281374634,troy_oz
2021-09-30,Platinum,796.0135330091514,troy_oz
2021-09-30,Lithium,9832.65108101681,ton
2021-09-30,Nickel,10422.72774152646,ton
2021-09-30,Chrome,458.53824629339505,ton
2021-10-31,Gold,1678.3984680495405,troy_oz
2021-10-31,Platinum,776.5834164742937,troy_oz
2021-10-31,Lithium,18387.93612671947,ton
2021-10-31,Nickel,12426.305174215871,ton
2021-10-31,Chrome,438.2047297700863,ton
2021-11-30,Gold,1409.7309890790916,troy_oz
2021-11-30,Platinum,920.5673420279701,troy_oz
2021-11-30,Lithium,10344.01354632808,ton
2021-11-30,Nickel,12217.430274296044,ton
2021-11-30,Chrome,412.66214062684287,ton
2021-12-31,Gold,1306.562985799133,troy_oz
2021-12-31,Platinum,735.9562802443589,troy_oz
2021-12-31,Lithium,12053.150482997931,ton
2021-12-31,Nickel,24022.10644858261,ton
2021-12-31,Chrome,235.5993317941662,ton
2022-01-31,Gold,1729.9032368472865,troy_oz
2022-01-31,Platinum,960.2608964175164,troy_oz
2022-01-31,Lithium,5840.399405101856,ton
2022-01-31,Nickel,8150.458873581817,ton
2022-01-31,Chrome,262.30890915808897,ton
2022-02-28,Gold,1233.2236862445004,troy_oz
2022-02-28,Platinum,597.1979177336405,troy_oz
2022-02-28,Lithium,9556.58624963153,ton
2022-02-28,Nickel,17296.529532225693,ton
2022-02-28,Chrome,234.6459937351457,ton
2022-03-31,Gold,1575.8799457891637,troy_oz
2022-03-31,Platinum,1031.0584585478666,troy_oz
2022-03-31,Lithium,9476.91751823873,ton
2022-03-31,Nickel,18571.5857056668,ton
2022-03-31,Chrome,286.484316270059,ton
2022-04-30,Gold,1441.7303275699776,troy_oz
2022-04-30,Platinum,795.3506966909703,troy_oz
2022-04-30,Lithium,9964.958652822703,ton
2022-04-30,Nickel,8196.086031071289,ton
2022-04-30,Chrome,219.65131489469627,ton
2022-05-31,Gold,1619.2414517930774,troy_oz
2022-05-31,Platinum,781.6809827957226,troy_oz
2022-05-31,Lithium,5000.0,ton
2022-05-31,Nickel,7341.072964146726,ton
2022-05-31,Chrome,187.73305781850556,ton
2022-06-30,Gold,1520.9276310411626,troy_oz
2022-06-30,Platinum,1080.5407726461576,troy_oz
2022-06-30,Lithium,17248.875019941665,ton
2022-06-30,Nickel,14333.024236635887,ton
2022-06-30,Chrome,577.4485039660848,ton
2022-07-31,Gold,1702.7216123785977,troy_oz
2022-07-31,Platinum,738.762229498015,troy_oz
2022-07-31,Lithium,14974.803822480604,ton
2022-07-31,Nickel,10775.518947204084,ton
2022-07-31,Chrome,287.39983665528655,ton
2022-08-31,Gold,1273.8206139465578,troy_oz
2022-08-31,Platinum,1119.6346732485028,troy_oz
2022-08-31,Lithium,9830.386143458447,ton
2022-08-31,Nickel,19454.464590672826,ton
2022-08-31,Chrome,281.92125014562015,ton
2022-09-30,Gold,1388.3945965859848,troy_oz
2022-09-30,Platinum,901.360755005072,troy_oz
2022-09-30,Lithium,5000.0,ton
2022-09-30,Nickel,10775.950350236544,ton
2022-09-30,Chrome,392.4624351531001,ton
2022-10-31,Gold,1347.816340214744,troy_oz
2022-10-31,Platinum,1069.5276094882495,troy_oz
2022-10-31,Lithium,8328.912708642076,ton
2022-10-31,Nickel,11007.649396098755,ton
2022-10-31,Chrome,205.88300012685,ton
2022-11-30,Gold,1580.3272699973543,troy_oz
2022-11-30,Platinum,679.8569517390429,troy_oz
2022-11-30,Lithium,16081.092174584615,ton
2022-11-30,Nickel,7682.980521807978,ton
2022-11-30,Chrome,259.78348895712037,ton
2022-12-31,Gold,1482.8362889462064,troy_oz
2022-12-31,Platinum,506.5938983996684,troy_oz
2022-12-31,Lithium,18018.75722949187,ton
2022-12-31,Nickel,21459.957629005905,ton
2022-12-31,Chrome,498.23716930642667,ton
2023-01-31,Gold,1314.5807592399299,troy_oz
2023-01-31,Platinum,827.0515692358115,troy_oz
2023-01-31,Lithium,5169.649039318538,ton
2023-01-31,Nickel,13130.46920607523,ton
2023-01-31,Chrome,334.91872839691416,ton
2023-02-28,Gold,1345.301169584695,troy_oz
2023-02-28,Platinum,1727.2121153490116,troy_oz
2023-02-28,Lithium,5000.0,ton
2023-02-28,Nickel,20600.468776813363,ton
2023-02-28,Chrome,426.3570571106558,ton
2023-03-31,Gold,1251.941639438647,troy_oz
2023-03-31,Platinum,859.2812827957226,troy_oz
2023-03-31,Lithium,8625.22024228344,ton
2023-03-31,Nickel,12834.445664613615,ton
2023-03-31,Chrome,195.30567008104998,ton
2023-04-30,Gold,1251.805443948723,troy_oz
2023-04-30,Platinum,845.1808001233909,troy_oz
2023-04-30,Lithium,8696.331776833671,ton
2023-04-30,Nickel,17139.817090821092,ton
2023-04-30,Chrome,610.5699661453818,ton
2023-05-31,Gold,1432.3999684605742,troy_oz
2023-05-31,Platinum,659.5099727598523,troy_oz
2023-05-31,Lithium,12613.522258509183,ton
2023-05-31,Nickel,18466.41159887478,ton
2023-05-31,Chrome,445.81831157211707,ton
2023-06-30,Gold,1815.9175397272295,troy_oz
2023-06-30,Platinum,751.2509418065204,troy_oz
2023-06-30,Lithium,5955.8644778817115,ton
2023-06-30,Nickel,8223.880590101387,ton
2023-06-30,Chrome,404.52803851549504,ton
2023-07-31,Gold,1327.896526735859,troy_oz
2023-07-31,Platinum,795.0948346435354,troy_oz
2023-07-31,Lithium,46052.82194956034,ton
2023-07-31,Nickel,17981.80760663366,ton
2023-07-31,Chrome,331.30937956393626,ton
2023-08-31,Gold,1368.2565043911409,troy_oz
2023-08-31,Platinum,849.8200630229192,troy_oz
2023-08-31,Lithium,10171.592225343484,ton
2023-08-31,Nickel,22650.827135199903,ton
2023-08-31,Chrome,252.3356774072969,ton
2023-09-30,Gold,1586.7758586852156,troy_oz
2023-09-30,Platinum,1424.5889962246326,troy_oz
2023-09-30,Lithium,22528.729854322097,ton
2023-09-30,Nickel,15920.337689409185,ton
2023-09-30,Chrome,291.09091713798307,ton
2023-10-31,Gold,1030.3566098665526,troy_oz
2023-10-31,Platinum,832.1130609636916,troy_oz
2023-10-31,Lithium,11818.163398743192,ton
2023-10-31,Nickel,20818.167416536537,ton
2023-10-31,Chrome,255.68994194514346,ton
2023-11-30,Gold,1976.7566547008412,troy_oz
2023-11-30,Platinum,1416.4460221401066,troy_oz
2023-11-30,Lithium,8080.305918382274,ton
2023-11-30,Nickel,7000.0,ton
2023-11-30,Chrome,219.71001019635784,ton
2023-12-31,Gold,1550.505768707263,troy_oz
2023-12-31,Platinum,758.7692390666554,troy_oz
2023-12-31,Lithium,20529.49896686178,ton
2023-12-31,Nickel,10045.270184217465,ton
2023-12-31,Chrome,516.9761663740419,ton
2024-01-31,Gold,1426.5288777776939,troy_oz
2024-01-31,Platinum,594.2276132028808,troy_oz
2024-01-31,Lithium,27092.060670753715,ton
2024-01-31,Nickel,10849.94703224495,ton
2024-01-31,Chrome,217.09663317695876,ton
2024-02-29,Gold,1407.9096449066262,troy_oz
2024-02-29,Platinum,668.215232702413,troy_oz
2024-02-29,Lithium,26990.205564322845,ton
2024-02-29,Nickel,11331.388182280809,ton
2024-02-29,Chrome,260.0972594888077,ton
2024-03-31,Gold,1545.821092651566,troy_oz
2024-03-31,Platinum,730.1818961353621,troy_oz
2024-03-31,Lithium,5000.0,ton
2024-03-31,Nickel,29235.84173520217,ton
2024-03-31,Chrome,226.31131972861564,ton
2024-04-30,Gold,1812.1752813550854,troy_oz
2024-04-30,Platinum,963.7369777383484,troy_oz
2024-04-30,Lithium,12401.128402252949,ton
2024-04-30,Nickel,15006.551004675683,ton
2024-04-30,Chrome,281.752501316569,ton
2024-05-31,Gold,1257.5728592861005,troy_oz
2024-05-31,Platinum,710.7923819086128,troy_oz
2024-05-31,Lithium,19281.36494591092,ton
2024-05-31,Nickel,9354.62208833915,ton
2024-05-31,Chrome,213.0535069948898,ton
2024-06-30,Gold,1247.4789953355978,troy_oz
2024-06-30,Platinum,611.2309934584329,troy_oz
2024-06-30,Lithium,5000.0,ton
2024-06-30,Nickel,12351.762497449825,ton
2024-06-30,Chrome,311.93299976793566,ton
2024-07-31,Gold,1586.1795838157232,troy_oz
2024-07-31,Platinum,714.8476222772908,troy_oz
2024-07-31,Lithium,6509.656475939863,ton
2024-07-31,Nickel,23967.560190129894,ton
2024-07-31,Chrome,242.43942367511943,ton
2024-08-31,Gold,2065.937067524157,troy_oz
2024-08-31,Platinum,481.45872402696784,troy_oz
2024-08-31,Lithium,5000.0,ton
2024-08-31,Nickel,13048.978178838257,ton
2024-08-31,Chrome,594.8794588752014,ton
2024-09-30,Gold,1927.0355524623883,troy_oz
2024-09-30,Platinum,674.4698630007739,troy_oz
2024-09-30,Lithium,17528.104000655316,ton
2024-09-30,Nickel,10797.074233418638,ton
2024-09-30,Chrome,282.3796169656514,ton
2024-10-31,Gold,1202.252148311015,troy_oz
2024-10-31,Platinum,603.475765642513,troy_oz
2024-10-31,Lithium,11700.400234720959,ton
2024-10-31,Nickel,27248.40024384995,ton
2024-10-31,Chrome,412.2539611223537,ton
2024-11-30,Gold,1720.8794913070346,troy_oz
2024-11-30,Platinum,941.2818819927816,troy_oz
2024-11-30,Lithium,26635.13726427854,ton
2024-11-30,Nickel,7961.939038347448,ton
2024-11-30,Chrome,257.5252932633665,ton
2024-12-31,Gold,1449.966327668824,troy_oz
2024-12-31,Platinum,536.0373257258005,troy_oz
2024-12-31,Lithium,14823.843077129926,ton
2024-12-31,Nickel,17312.376292071764,ton
2024-12-31,Chrome,328.4218798231778,ton
