Date,Sector,Company,Monthly_Return,Asset_Value,Year,Month,Quarter,YearMonth
2020-02-29,ICT,ICT_Company_4,0.0194331875626929,437328762.46535456,2020,2,1,2020-02
2020-02-29,Transport,Transport_Company_1,-0.0070872358813815,237834951.41695052,2020,2,1,2020-02
2020-02-29,Transport,Transport_Company_2,-0.0179343208040065,201926827.1316326,2020,2,1,2020-02
2020-02-29,Transport,Transport_Company_3,0.0227693841520153,283455779.7845147,2020,2,1,2020-02
2020-02-29,Agriculture,Agriculture_Company_1,0.1029528309614379,487301937.2244324,2020,2,1,2020-02
2020-02-29,Agriculture,Agriculture_Company_2,-0.0321851820105486,178178222.46986043,2020,2,1,2020-02
2020-02-29,Financials,Financials_Company_1,-0.0104344131152727,276205560.4529877,2020,2,1,2020-02
2020-02-29,Financials,Financials_Company_2,0.0175806558459557,115202692.4410504,2020,2,1,2020-02
2020-02-29,Real Estate,Real Estate_Company_1,0.0123740967236366,158924872.1801752,2020,2,1,2020-02
2020-02-29,Manufacturing,Manufacturing_Company_1,0.0707653531462237,156936894.79657984,2020,2,1,2020-02
2020-02-29,Manufacturing,Manufacturing_Company_2,0.066540985349076,334537623.7671108,2020,2,1,2020-02
2020-03-31,Mining,Mining_Company_1,0.1798196600271706,90630396.52448373,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_2,0.0667548729099364,133933329.67993438,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_3,-0.0243421982525484,354903962.82902706,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_4,-0.0161976395134041,151923098.83907208,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_5,0.0229325153896518,360921982.1461096,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_6,0.0107963095874144,111884424.86569697,2020,3,1,2020-03
2020-03-31,Mining,Mining_Company_7,-0.0289078537313454,466112128.2253533,2020,3,1,2020-03
2020-03-31,Energy,Energy_Company_1,0.0316394731598831,346992820.71538055,2020,3,1,2020-03
2020-03-31,Energy,Energy_Company_2,0.0866837874641721,288342760.2602029,2020,3,1,2020-03
2020-03-31,ICT,ICT_Company_1,-0.007064111655128,453747091.078997,2020,3,1,2020-03
2020-03-31,ICT,ICT_Company_2,0.0673500768876844,202563405.9719153,2020,3,1,2020-03
2020-03-31,ICT,ICT_Company_3,-0.0165832410431257,453699616.97865975,2020,3,1,2020-03
2020-03-31,ICT,ICT_Company_4,0.0395122733783852,338914240.7694295,2020,3,1,2020-03
2020-03-31,Transport,Transport_Company_1,0.0535580354588592,54138673.22748334,2020,3,1,2020-03
2020-03-31,Transport,Transport_Company_2,-0.0262573390484426,52277712.73079841,2020,3,1,2020-03
2020-03-31,Transport,Transport_Company_3,-0.0547329747303193,361352838.961712,2020,3,1,2020-03
2020-03-31,Agriculture,Agriculture_Company_1,0.037575859764783,370480649.60639113,2020,3,1,2020-03
2020-03-31,Agriculture,Agriculture_Company_2,-0.0980616668675552,385921132.3031109,2020,3,1,2020-03
2020-03-31,Financials,Financials_Company_1,0.0458330569275368,345925801.5351545,2020,3,1,2020-03
2020-03-31,Financials,Financials_Company_2,-0.0031157514184689,215472111.3767451,2020,3,1,2020-03
2020-03-31,Real Estate,Real Estate_Company_1,-0.0402174525171248,487854749.6386005,2020,3,1,2020-03
2020-03-31,Manufacturing,Manufacturing_Company_1,0.0110987920192896,334012381.6987683,2020,3,1,2020-03
2020-03-31,Manufacturing,Manufacturing_Company_2,0.0866505421229165,309606748.0818616,2020,3,1,2020-03
2020-04-30,Mining,Mining_Company_1,-0.0206200686238013,375103451.8676774,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_2,0.0234015973909305,473206362.95881146,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_3,0.0609468485391411,484994668.5696513,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_4,-0.1162605559805607,433011502.1825856,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_5,-0.045541015411963,300560568.1062576,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_6,0.0412715051307592,306527526.54021424,2020,4,2,2020-04
2020-04-30,Mining,Mining_Company_7,-0.0437609170413028,495524232.5469185,2020,4,2,2020-04
2020-04-30,Energy,Energy_Company_1,-0.058158579877239,444817882.36758,2020,4,2,2020-04
2020-04-30,Energy,Energy_Company_2,0.0856726114643173,366117837.7941992,2020,4,2,2020-04
2020-04-30,ICT,ICT_Company_1,-0.0746132766763962,414212519.9653312,2020,4,2,2020-04
2020-04-30,ICT,ICT_Company_2,0.0349238519544618,460958248.6504121,2020,4,2,2020-04
2020-04-30,ICT,ICT_Company_3,0.2674822656830546,409232830.5350488,2020,4,2,2020-04
2020-04-30,ICT,ICT_Company_4,0.1018769213101701,408106701.24624544,2020,4,2,2020-04
2020-04-30,Transport,Transport_Company_1,0.0381318126454516,219012328.6879748,2020,4,2,2020-04
2020-04-30,Transport,Transport_Company_2,-0.0361749152382506,66174023.208533935,2020,4,2,2020-04
2020-04-30,Transport,Transport_Company_3,-0.0457327742097435,178943563.45772797,2020,4,2,2020-04
2020-04-30,Agriculture,Agriculture_Company_1,0.0065250819839096,66806684.937146485,2020,4,2,2020-04
2020-04-30,Agriculture,Agriculture_Company_2,0.0869135248586084,107177230.69334815,2020,4,2,2020-04
2020-04-30,Financials,Financials_Company_1,0.0446451191823083,147119462.37357944,2020,4,2,2020-04
2020-04-30,Financials,Financials_Company_2,0.002890461362742,73256774.52587347,2020,4,2,2020-04
2020-04-30,Real Estate,Real Estate_Company_1,0.1174717782568357,336843455.67419297,2020,4,2,2020-04
2020-04-30,Manufacturing,Manufacturing_Company_1,-0.0236094874282343,407833787.64591664,2020,4,2,2020-04
2020-04-30,Manufacturing,Manufacturing_Company_2,-0.0937723398169501,85305371.60401969,2020,4,2,2020-04
2020-05-31,Mining,Mining_Company_1,0.0825802448804137,234028824.98642147,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_2,-0.0196235664523792,162609304.1740679,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_3,0.0745361222856448,347088819.5229791,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_4,0.1367219173805191,325274335.80545855,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_5,-0.0553339833590951,210187705.3930677,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_6,0.1403525337190158,94025372.29295066,2020,5,2,2020-05
2020-05-31,Mining,Mining_Company_7,-0.1287541568612412,127940841.45950682,2020,5,2,2020-05
2020-05-31,Energy,Energy_Company_1,-0.108299233473726,327132544.12349737,2020,5,2,2020-05
2020-05-31,Energy,Energy_Company_2,0.0054140876817401,218575676.58191204,2020,5,2,2020-05
2020-05-31,ICT,ICT_Company_1,0.1627880105028298,435420428.534745,2020,5,2,2020-05
2020-05-31,ICT,ICT_Company_2,0.0222173391575706,81755936.33019343,2020,5,2,2020-05
2020-05-31,ICT,ICT_Company_3,0.0123183034596699,313599011.5730585,2020,5,2,2020-05
2020-05-31,ICT,ICT_Company_4,0.0568212924541027,224676466.7929349,2020,5,2,2020-05
2020-05-31,Transport,Transport_Company_1,0.1024046092304487,295527555.19217074,2020,5,2,2020-05
2020-05-31,Transport,Transport_Company_2,0.0325341568772366,482535753.7207614,2020,5,2,2020-05
2020-05-31,Transport,Transport_Company_3,0.0060584667622475,193539033.6321926,2020,5,2,2020-05
2020-05-31,Agriculture,Agriculture_Company_1,0.0652185581131313,103174172.42974532,2020,5,2,2020-05
2020-05-31,Agriculture,Agriculture_Company_2,0.1447817939040072,444862406.0871738,2020,5,2,2020-05
2020-05-31,Financials,Financials_Company_1,0.0528385528867111,176915557.6570879,2020,5,2,2020-05
2020-05-31,Financials,Financials_Company_2,-0.0142646652041794,413075632.6702688,2020,5,2,2020-05
2020-05-31,Real Estate,Real Estate_Company_1,0.0094796412342487,217408138.60675243,2020,5,2,2020-05
2020-05-31,Manufacturing,Manufacturing_Company_1,0.0570128703053867,468840796.5216041,2020,5,2,2020-05
2020-05-31,Manufacturing,Manufacturing_Company_2,0.0625790581731649,387891980.5061738,2020,5,2,2020-05
2020-06-30,Mining,Mining_Company_1,0.0207227106685635,456148808.005805,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_2,0.0376253978456727,194022320.46377528,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_3,0.0668458202071248,54876943.16613426,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_4,0.0070910611157259,477773216.12190026,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_5,0.1251224956538672,251800484.8902439,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_6,-0.0977468629349909,352633305.23466724,2020,6,2,2020-06
2020-06-30,Mining,Mining_Company_7,0.0735541942033206,405328164.2575492,2020,6,2,2020-06
2020-06-30,Energy,Energy_Company_1,-0.0453812740811629,75901442.00748992,2020,6,2,2020-06
2020-06-30,Energy,Energy_Company_2,0.0670822229612203,449466882.2412349,2020,6,2,2020-06
2020-06-30,ICT,ICT_Company_1,-0.0244206861769801,114346256.92377612,2020,6,2,2020-06
2020-06-30,ICT,ICT_Company_2,0.1110138390685729,95505204.25525562,2020,6,2,2020-06
2020-06-30,ICT,ICT_Company_3,-0.0147958842419057,82743352.86388709,2020,6,2,2020-06
2020-06-30,ICT,ICT_Company_4,0.079096017548359,86606951.2888549,2020,6,2,2020-06
2020-06-30,Transport,Transport_Company_1,-0.097095649840932,415759805.2658761,2020,6,2,2020-06
2020-06-30,Transport,Transport_Company_2,0.0623889108427241,87575322.51440094,2020,6,2,2020-06
2020-06-30,Transport,Transport_Company_3,0.0878799091225371,240899904.1611393,2020,6,2,2020-06
2020-06-30,Agriculture,Agriculture_Company_1,0.0019180394153932,260897288.8973568,2020,6,2,2020-06
2020-06-30,Agriculture,Agriculture_Company_2,-0.0520765765717739,385720195.6694405,2020,6,2,2020-06
2020-06-30,Financials,Financials_Company_1,0.0214585979971163,218691760.7856668,2020,6,2,2020-06
2020-06-30,Financials,Financials_Company_2,0.0027713000384081,150618127.3337537,2020,6,2,2020-06
2020-06-30,Real Estate,Real Estate_Company_1,0.0412959751852238,496834158.2536851,2020,6,2,2020-06
2020-06-30,Manufacturing,Manufacturing_Company_1,-0.0337780650078976,486186141.02859455,2020,6,2,2020-06
2020-06-30,Manufacturing,Manufacturing_Company_2,0.0744627257847413,363086910.04307777,2020,6,2,2020-06
2020-07-31,Mining,Mining_Company_1,-0.0023148910991962,312941440.3653951,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_2,0.0782404034106789,329059669.0106915,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_3,-0.050051874993289,258664282.222992,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_4,-0.0999829678890184,84980586.63424316,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_5,0.1522360868989204,189287427.3288475,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_6,0.0914684737989821,123177622.70520107,2020,7,3,2020-07
2020-07-31,Mining,Mining_Company_7,0.115769487294051,469727817.509306,2020,7,3,2020-07
2020-07-31,Energy,Energy_Company_1,-0.0110996035924497,414748998.8518248,2020,7,3,2020-07
2020-07-31,Energy,Energy_Company_2,0.050569834052129,486461479.01657146,2020,7,3,2020-07
2020-07-31,ICT,ICT_Company_1,0.0357139932774108,260911921.90773663,2020,7,3,2020-07
2020-07-31,ICT,ICT_Company_2,-0.0574539795691562,75368973.49291721,2020,7,3,2020-07
2020-07-31,ICT,ICT_Company_3,0.0368894815293135,499872952.9787588,2020,7,3,2020-07
2020-07-31,ICT,ICT_Company_4,0.0155885424246075,396044336.8312297,2020,7,3,2020-07
2020-07-31,Transport,Transport_Company_1,-0.0843533672246556,108121736.81817274,2020,7,3,2020-07
2020-07-31,Transport,Transport_Company_2,0.0341369385735254,152889262.47655824,2020,7,3,2020-07
2020-07-31,Transport,Transport_Company_3,0.1063009226814708,211173223.11477825,2020,7,3,2020-07
2020-07-31,Agriculture,Agriculture_Company_1,-0.045519832898278,284138465.406707,2020,7,3,2020-07
2020-07-31,Agriculture,Agriculture_Company_2,0.136017646444564,433481675.1433431,2020,7,3,2020-07
2020-07-31,Financials,Financials_Company_1,0.12979067912997,444494121.19625527,2020,7,3,2020-07
2020-07-31,Financials,Financials_Company_2,-0.0253366046392999,62952204.34100254,2020,7,3,2020-07
2020-07-31,Real Estate,Real Estate_Company_1,0.0661516402147993,366835895.6446506,2020,7,3,2020-07
2020-07-31,Manufacturing,Manufacturing_Company_1,-0.0207813784110647,56545099.55054686,2020,7,3,2020-07
2020-07-31,Manufacturing,Manufacturing_Company_2,-0.0686286716088184,226509820.2948796,2020,7,3,2020-07
2020-08-31,Mining,Mining_Company_1,0.0178285315951179,206714960.16048515,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_2,0.0453944712195334,228444252.0445716,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_3,0.0534972044898541,477284280.645939,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_4,-0.0280764586509564,256611090.3072176,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_5,0.0389686487075724,197938224.6293787,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_6,0.0322400632818936,84138497.64889877,2020,8,3,2020-08
2020-08-31,Mining,Mining_Company_7,0.0231697489722515,205550277.49573845,2020,8,3,2020-08
2020-08-31,Energy,Energy_Company_1,0.0605582523067826,350400982.3344622,2020,8,3,2020-08
2020-08-31,Energy,Energy_Company_2,-0.0297299008266931,68390877.31991549,2020,8,3,2020-08
2020-08-31,ICT,ICT_Company_1,-0.0484593401128274,129654717.92453608,2020,8,3,2020-08
2020-08-31,ICT,ICT_Company_2,-0.0283457454035992,213921437.471634,2020,8,3,2020-08
2020-08-31,ICT,ICT_Company_3,0.0540340389929083,67690462.92849453,2020,8,3,2020-08
2020-08-31,ICT,ICT_Company_4,0.0992963819907716,86791564.37699236,2020,8,3,2020-08
2020-08-31,Transport,Transport_Company_1,-0.0087284781934073,412790575.9068776,2020,8,3,2020-08
2020-08-31,Transport,Transport_Company_2,0.0203836885556713,144207195.50151962,2020,8,3,2020-08
2020-08-31,Transport,Transport_Company_3,-0.1201123663132377,328214647.1886332,2020,8,3,2020-08
2020-08-31,Agriculture,Agriculture_Company_1,-0.1813849132502342,386361922.1601904,2020,8,3,2020-08
2020-08-31,Agriculture,Agriculture_Company_2,0.0450225230659919,280254848.9520498,2020,8,3,2020-08
2020-08-31,Financials,Financials_Company_1,-0.0082742337582648,251335565.07055455,2020,8,3,2020-08
2020-08-31,Financials,Financials_Company_2,-0.0152313436100921,171159453.92722142,2020,8,3,2020-08
2020-08-31,Real Estate,Real Estate_Company_1,0.0004397063271399,194935624.51243025,2020,8,3,2020-08
2020-08-31,Manufacturing,Manufacturing_Company_1,-0.0655858339658698,103892959.31866305,2020,8,3,2020-08
2020-08-31,Manufacturing,Manufacturing_Company_2,0.0609739932279976,355596043.61502033,2020,8,3,2020-08
2020-09-30,Mining,Mining_Company_1,0.1166463155453883,89114129.63934065,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_2,0.1307041784729337,385447763.3829485,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_3,-0.0244814339651252,177699157.60942602,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_4,-0.0566011575479752,306850237.1010103,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_5,0.0226574535672145,95802112.67918168,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_6,-0.0443393464057751,122306617.96680003,2020,9,3,2020-09
2020-09-30,Mining,Mining_Company_7,-0.0642010414162766,128018117.88263968,2020,9,3,2020-09
2020-09-30,Energy,Energy_Company_1,-0.0038606878299321,492070377.6088729,2020,9,3,2020-09
2020-09-30,Energy,Energy_Company_2,-0.0505105067293054,486261694.973916,2020,9,3,2020-09
2020-09-30,ICT,ICT_Company_1,0.0346209863032863,166056272.17022294,2020,9,3,2020-09
2020-09-30,ICT,ICT_Company_2,-0.0395647524580515,468219195.1074136,2020,9,3,2020-09
2020-09-30,ICT,ICT_Company_3,0.1562255963253435,175990592.14712787,2020,9,3,2020-09
2020-09-30,ICT,ICT_Company_4,0.0354854072613483,195655656.38190967,2020,9,3,2020-09
2020-09-30,Transport,Transport_Company_1,-0.1318290445599534,159084379.5867861,2020,9,3,2020-09
2020-09-30,Transport,Transport_Company_2,-0.0367952201898719,179883748.9581151,2020,9,3,2020-09
2020-09-30,Transport,Transport_Company_3,-0.0038705175612383,266513045.8346679,2020,9,3,2020-09
2020-09-30,Agriculture,Agriculture_Company_1,-0.0008721998325831,201471925.18726423,2020,9,3,2020-09
2020-09-30,Agriculture,Agriculture_Company_2,0.0577443241349262,356676225.0007682,2020,9,3,2020-09
2020-09-30,Financials,Financials_Company_1,0.0846792860536781,262209284.84757125,2020,9,3,2020-09
2020-09-30,Financials,Financials_Company_2,-0.0755999574452364,468288114.9115216,2020,9,3,2020-09
2020-09-30,Real Estate,Real Estate_Company_1,-0.007666409807456,472253205.569467,2020,9,3,2020-09
2020-09-30,Manufacturing,Manufacturing_Company_1,0.1030951785432421,428822949.54122245,2020,9,3,2020-09
2020-09-30,Manufacturing,Manufacturing_Company_2,-0.0091720214318915,140732294.02148503,2020,9,3,2020-09
2020-10-31,Mining,Mining_Company_1,-0.0193955273379434,416558624.104122,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_2,0.1655746483597168,211473717.85557613,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_3,0.0729842953823821,417469747.7622097,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_4,-0.1035148535753745,258205903.55132288,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_5,-0.0298457530648135,276224175.54161566,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_6,0.0007263288143598,222751049.61794516,2020,10,4,2020-10
2020-10-31,Mining,Mining_Company_7,0.0347490276680883,330907098.1612965,2020,10,4,2020-10
2020-10-31,Energy,Energy_Company_1,0.0431296122242941,112672432.69852428,2020,10,4,2020-10
2020-10-31,Energy,Energy_Company_2,0.0888686901039427,290057491.3893447,2020,10,4,2020-10
2020-10-31,ICT,ICT_Company_1,0.0319014495562495,118253695.87973803,2020,10,4,2020-10
2020-10-31,ICT,ICT_Company_2,-0.0612143688432841,384775831.6577047,2020,10,4,2020-10
2020-10-31,ICT,ICT_Company_3,-0.0164039973573417,393106408.5833107,2020,10,4,2020-10
2020-10-31,ICT,ICT_Company_4,0.0582068440260329,419565787.1024058,2020,10,4,2020-10
2020-10-31,Transport,Transport_Company_1,-0.0512555532360632,408782914.6007992,2020,10,4,2020-10
2020-10-31,Transport,Transport_Company_2,-0.0322644755897457,375013655.7768799,2020,10,4,2020-10
2020-10-31,Transport,Transport_Company_3,0.0928331278455349,362276800.010195,2020,10,4,2020-10
2020-10-31,Agriculture,Agriculture_Company_1,-0.0016009525711646,205563197.07676372,2020,10,4,2020-10
2020-10-31,Agriculture,Agriculture_Company_2,0.0936827503893521,257902611.6398597,2020,10,4,2020-10
2020-10-31,Financials,Financials_Company_1,0.1332119580598845,325154405.9455915,2020,10,4,2020-10
2020-10-31,Financials,Financials_Company_2,0.0432096203462383,363492870.7446016,2020,10,4,2020-10
2020-10-31,Real Estate,Real Estate_Company_1,0.0254859246169092,118642569.3114176,2020,10,4,2020-10
2020-10-31,Manufacturing,Manufacturing_Company_1,0.1181011260491333,240858802.0860737,2020,10,4,2020-10
2020-10-31,Manufacturing,Manufacturing_Company_2,0.0158343961229839,466505830.8080493,2020,10,4,2020-10
2020-11-30,Mining,Mining_Company_1,-0.0188699854276798,493178539.5330506,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_2,0.0985868487094131,229551216.7415586,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_3,-0.0239676455523421,411284051.8691052,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_4,-0.140439863667482,463935027.3857422,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_5,-0.1092634777039084,381875561.6493868,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_6,-0.0388722400572987,253597782.25971204,2020,11,4,2020-11
2020-11-30,Mining,Mining_Company_7,-0.0145969895827405,274265497.73276585,2020,11,4,2020-11
2020-11-30,Energy,Energy_Company_1,0.0136787005034524,213077254.6024849,2020,11,4,2020-11
2020-11-30,Energy,Energy_Company_2,0.1086880508724752,55892505.46475013,2020,11,4,2020-11
2020-11-30,ICT,ICT_Company_1,0.0249690646763934,482481642.8612548,2020,11,4,2020-11
2020-11-30,ICT,ICT_Company_2,-0.0631516072515994,88407350.63538973,2020,11,4,2020-11
2020-11-30,ICT,ICT_Company_3,0.0225645870036159,317923257.7940197,2020,11,4,2020-11
2020-11-30,ICT,ICT_Company_4,0.0112464370291687,144457516.89301357,2020,11,4,2020-11
2020-11-30,Transport,Transport_Company_1,0.0107590588833806,135809474.29864994,2020,11,4,2020-11
2020-11-30,Transport,Transport_Company_2,-0.023892244815175,304178509.96817744,2020,11,4,2020-11
2020-11-30,Transport,Transport_Company_3,-0.1054123045867969,248343236.12220263,2020,11,4,2020-11
2020-11-30,Agriculture,Agriculture_Company_1,-0.1343351000509521,119858110.66882063,2020,11,4,2020-11
2020-11-30,Agriculture,Agriculture_Company_2,-0.006466779287901,475751957.96013474,2020,11,4,2020-11
2020-11-30,Financials,Financials_Company_1,-0.0565760478112184,339799794.4575571,2020,11,4,2020-11
2020-11-30,Financials,Financials_Company_2,-0.0029520356639948,120268668.81478566,2020,11,4,2020-11
2020-11-30,Real Estate,Real Estate_Company_1,0.0685948617793416,62193196.62656757,2020,11,4,2020-11
2020-11-30,Manufacturing,Manufacturing_Company_1,-0.0473695654508669,352351734.61942774,2020,11,4,2020-11
2020-11-30,Manufacturing,Manufacturing_Company_2,0.023017612133723,343735748.5333436,2020,11,4,2020-11
2020-12-31,Mining,Mining_Company_1,-0.0135558741909569,159427485.94975433,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_2,0.0562811421737622,423598939.0551462,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_3,-0.0297524695939291,142242932.93711942,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_4,-0.0004775648487101,55850865.57983121,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_5,0.1039597261251315,451702269.9846387,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_6,0.0752512594545353,166740545.04408163,2020,12,4,2020-12
2020-12-31,Mining,Mining_Company_7,-0.0902042730178578,170628638.3702943,2020,12,4,2020-12
2020-12-31,Energy,Energy_Company_1,0.0823711689508472,298421231.3833911,2020,12,4,2020-12
2020-12-31,Energy,Energy_Company_2,-0.0598638215624404,476803988.1329705,2020,12,4,2020-12
2020-12-31,ICT,ICT_Company_1,0.0269501660009126,440810589.1540608,2020,12,4,2020-12
2020-12-31,ICT,ICT_Company_2,0.0299703408262015,409934865.1762918,2020,12,4,2020-12
2020-12-31,ICT,ICT_Company_3,0.0016112229254246,170904811.72322574,2020,12,4,2020-12
2020-12-31,ICT,ICT_Company_4,0.098298862421969,166049458.444941,2020,12,4,2020-12
2020-12-31,Transport,Transport_Company_1,-0.0011427458267073,492980981.3165984,2020,12,4,2020-12
2020-12-31,Transport,Transport_Company_2,-0.0155303206661821,172538296.93371603,2020,12,4,2020-12
2020-12-31,Transport,Transport_Company_3,-0.041920835685192,173324849.3092427,2020,12,4,2020-12
2020-12-31,Agriculture,Agriculture_Company_1,0.106447051092774,423383811.6682407,2020,12,4,2020-12
2020-12-31,Agriculture,Agriculture_Company_2,0.0928838945951733,320232587.195144,2020,12,4,2020-12
2020-12-31,Financials,Financials_Company_1,0.0109944228000804,461485375.66623193,2020,12,4,2020-12
2020-12-31,Financials,Financials_Company_2,-0.088418613122129,283512967.3772769,2020,12,4,2020-12
2020-12-31,Real Estate,Real Estate_Company_1,0.005751335063478,321418449.2598747,2020,12,4,2020-12
2020-12-31,Manufacturing,Manufacturing_Company_1,-0.0827166248709423,179912181.54681495,2020,12,4,2020-12
2020-12-31,Manufacturing,Manufacturing_Company_2,-0.0149807826482674,183704772.0304288,2020,12,4,2020-12
